what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1349221526349
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1349221537851
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1349221537979
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1349221538005
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1349221538006
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1349221541777
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1349221543101
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1349221543872
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1349221554445
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1349221560002
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1349221560508
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1349221562838
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1349221563644
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1349221565607
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1349221566405
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1349221567192
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1349221602145
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1349221633050
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1349221711799
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1349221713563
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1349221726498
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1349221728906
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1349221734261
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1349221735724
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1349221736364
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1349221743019
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1349221745723
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1349221778168
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1349221779938
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1349221793147
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1349221793802
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1349221810061
