what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350518485949
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350518496660
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350518509137
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350518524226
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350518526537
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350518537652
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350518542053
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1350518556292
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350518558431
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1350518560088
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350518563708
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1350518567828
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350518592530
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1350518595359
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350518599771
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1350518601773
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350518607631
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350518618725
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1350518622477
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350518623109
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350518643357
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350518645037
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350519727924
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1350519727972
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350519750932
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1350519766881
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350519767978
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350519794559
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350519802523
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350519803964
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1350519846740
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350519847507
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350519862261
