what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880498351
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880499301
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880500509
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880500509
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880501261
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880503335
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880503336
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880504090
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880504768
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880504768
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880505472
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880506691
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880506691
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880507427
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880508054
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880508054
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880508738
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880509832
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1347880512905
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1347880514558
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347880515402
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347880657062
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347880700926
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347880703540
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880705128
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1347880716528
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347880717317
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347880724318
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880729371
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880752638
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347880758825
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1347880765086
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347880765873
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347881329813
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1347881352513
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347881353163
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347881361364
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347881365438
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347881377971
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347881383854
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347881389365
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347881393477
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347881395331
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347881403684
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347881406249
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347881408620
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347881410203
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347881411176
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347881411416
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347881413920
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347881420787
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347881424232
