what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Oracle Corporation",1347746147309
java.specification.version,sysinfo,,,"1.7",1347746147309
java.vendor,sysinfo,,,"Oracle Corporation",1347746147309
java.version,sysinfo,,,"1.7.0",1347746147309
java.vm.info,sysinfo,,,"mixed mode",1347746147309
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1347746147309
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1347746147309
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1347746147309
java.vm.specification.version,sysinfo,,,"1.7",1347746147309
java.vm.vendor,sysinfo,,,"Oracle Corporation",1347746147309
java.vm.version,sysinfo,,,"21.0-b17",1347746147309
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1347746147480
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1347746147645
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1347746147693
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1347746148142
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1347746148174
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20100616-1900,"org.eclipse.php.debug.daemon",1347746148194
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1347746148251
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1347746149170
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1347746149265
started,bundle,org.eclipse.dltk.core.index.sql.h2,2.0.0.v20100616-2015,"org.eclipse.dltk.core.index.sql.h2",1347746149688
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1347746149746
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1347746149895
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1347746149939
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1347746150058
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347746159356
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347746159380
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347746163453
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347746163453
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347746164740
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347746164765
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347746164766
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347746165963
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347746165990
started,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1347746173904
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1347746173927
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1347746173947
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1347746175289
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347746249068
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347746396478
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347746397171
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347746402817
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347746403273
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347746406400
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347746407649
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347746414955
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347746416890
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347746584446
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1347746589356
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347746592133
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347746892838
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347746894954
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347794446490
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347794449185
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347794453733
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347794482081
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347794487930
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1347794498630
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347794509762
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347794510760
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347794525393
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347794704420
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347794705245
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347794705272
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1347794705284
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347794734836
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347794740394
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347794741375
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347794743791
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1347794761472
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1347794772578
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1347794779804
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1347794782564
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1347794796000
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347794796966
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347794911393
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1347794925258
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1347795087823
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1347795089755
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1347795092497
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1347795092752
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1347795093447
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1347795093652
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1347795093751
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795093771
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1347795094110
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1347795094142
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1347795094305
started,bundle,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui",1347795094531
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795124140
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1347795146618
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795147915
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795176502
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1347795183916
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347795192464
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1347795209103
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1347795210707
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795211815
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795221092
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795252581
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795253951
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795260470
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795725595
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795727428
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795800462
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347795800773
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347795800799
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1347795800800
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795808204
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795810795
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347795810999
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347795811025
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1347795811026
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347795878912
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1347795888091
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795889321
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795899908
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1347795907598
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1347795908965
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795909765
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795915417
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347795917987
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347795923812
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347795931600
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796023582
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1347796031902
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796032735
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796045892
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1347796053507
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796054182
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796059407
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1347796067352
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796068139
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796076419
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1347796082395
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796083382
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796098051
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347796100313
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1347796107142
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1347796110689
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796111839
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796118183
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1347796127678
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796128826
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796134709
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347796138813
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347796140290
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1347796145115
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347796146070
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347797154523
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347797161179
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347797311809
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347797314517
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347797401824
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1347797409009
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1347797410429
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347797411179
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347798208114
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1347798210350
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1347798213020
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1347798214386
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1347798217005
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1347798226415
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1347798227441
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347798229371
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347798733294
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1347798801139
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1347798836838
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1347798842043
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1347798854225
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1347798855137
