what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300085036
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300086704
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1350300086743
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350300087119
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300094409
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300095214
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300099245
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1350300133996
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300144438
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1350300145551
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300146211
closed,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1350300146211
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300147626
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1350300147670
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350300148133
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300150702
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300151985
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300155920
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300157978
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300175016
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300175149
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300175185
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1350300175208
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300176893
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300176893
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300178398
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300269875
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1350300269937
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300297948
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1350300300714
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300301454
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300303078
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1350300303112
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350300303606
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300305951
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300306806
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300308026
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1350300308059
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350300308494
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300310365
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300313229
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1350300313264
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300317344
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300364681
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300367719
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1350300408217
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1350300411203
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300413224
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350300419165
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1350300434538
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300435403
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300453209
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300462259
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300463442
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300470828
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300477063
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350300497632
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1350300502469
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300503277
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300530256
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300533558
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300537800
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1350300542161
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300543291
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300554897
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300623225
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1350300633991
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300634851
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300660154
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1350300666390
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300667642
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300669228
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1350300669263
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350300670309
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300674522
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300684258
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1350300687912
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1350300689307
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300692108
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1350300694670
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1350300696726
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300697203
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300699354
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300710972
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300713218
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300738641
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300752907
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1350300755979
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1350300756974
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350300765493
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300770745
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350300772267
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.print",1350300772298
